RID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
10.42.0.211-10.42.0.1-32561-53-17,Honda Amaze S i-VTEC,Mumbai,2013,39879,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,3.89
8.0.6.4-8.6.0.1-0-0-0,Renault KWID 1.0 RXL,Jaipur,2017,31056,Petrol,Manual,First,23.01 kmpl,999 CC,67 bhp,5,3.6
172.217.10.67-10.42.0.42-443-51107-6,Maruti Ciaz AT ZXi,Mumbai,2015,50940,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5,6.95
174.35.73.97-10.42.0.42-80-45855-6,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2016,99362,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,7.03
203.205.158.66-10.42.0.211-80-54426-6,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,16.5
10.42.0.211-52.197.242.223-48549-443-6,Maruti Ciaz ZDi Plus SHVS,Coimbatore,2016,54268,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,7.67
172.217.10.110-10.42.0.151-443-43276-6,Jaguar XF Diesel,Coimbatore,2012,94521,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,23.19
172.217.7.227-10.42.0.211-443-55496-6,Hyundai Xcent 1.2 Kappa S,Kochi,2017,38932,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,6.21
172.217.12.138-10.42.0.42-443-34119-6,Porsche Cayenne Diesel,Coimbatore,2015,60395,Diesel,Automatic,First,16.12 kmpl,2967 CC,245 bhp,5,45.82
10.42.0.1-10.42.0.42-53-36305-17,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,29000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,5.95
180.149.153.234-10.42.0.211-80-49683-6,Audi A4 2.0 TDI Multitronic,Delhi,2011,58000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5,11
10.42.0.211-104.192.110.245-59651-443-6,Maruti Ciaz RS ZXi Plus,Coimbatore,2016,60913,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,7.19
172.217.10.99-10.42.0.151-443-35992-6,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2011,65000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,6.4
192.229.173.173-10.42.0.211-80-51846-6,Mercedes-Benz New C-Class 220 CDI MT,Chennai,2015,26000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5,26
10.42.0.151-104.192.110.245-49068-443-6,Hyundai i10 Sportz,Hyderabad,2016,19947,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,4.5
209.85.232.188-10.42.0.151-5228-44227-6,Hyundai i10 Sportz 1.2 AT,Chennai,2011,70816,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,3.1
8.0.6.4-8.6.0.1-0-0-0,Maruti Baleno Zeta 1.3,Delhi,2015,54000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,5.95
182.254.5.234-10.42.0.211-80-47235-6,Maruti Zen Estilo 1.1 VXI BSIII,Delhi,2008,138000,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5,1.2
10.42.0.211-23.205.20.234-54962-80-6,BMW 7 Series 730Ld,Chennai,2014,35000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5,52
172.217.7.163-10.42.0.42-80-48000-6,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2015,50000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7,48
10.42.0.211-10.42.0.1-20200-53-17,BMW X5 xDrive 30d,Hyderabad,2011,124652,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,5,21.99
10.42.0.211-23.194.108.102-37004-443-6,Maruti Ritz LXI,Hyderabad,2013,80264,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5,4.3
172.217.10.110-10.42.0.151-443-40894-6,Nissan Sunny 2011-2014 Diesel XL,Pune,2013,125600,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,3.75
180.76.147.97-10.42.0.211-80-35187-6,Toyota Corolla Altis 1.8 Limited Edition,Mumbai,2015,49000,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,8.95
10.42.0.211-54.243.170.6-46747-443-6,Toyota Etios VXD,Pune,2012,111000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.1 bhp,5,4.75
10.42.0.211-77.234.44.199-39983-80-6,Toyota Corolla Altis GL MT,Coimbatore,2016,33690,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,14.6
220.181.7.190-10.42.0.42-443-40569-6,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,50000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,17.5
172.217.10.74-10.42.0.211-443-60190-6,Maruti Ertiga ZDI,Kolkata,2012,38092,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,5.2
172.217.9.227-10.42.0.151-443-40005-6,Hyundai Grand i10 Sportz,Coimbatore,2017,47774,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,6.04
10.42.0.211-117.121.27.11-38031-80-6,Tata Indigo CS LX (TDI) BS III,Chennai,2009,167000,Diesel,Manual,Second,19.09 kmpl,1396 CC,69 bhp,5,2.7
10.42.0.42-64.71.142.110-59936-443-6,Maruti Swift Dzire AMT ZDI,Chennai,2019,65000,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5,6.75
172.217.10.142-10.42.0.211-443-53171-6,Volkswagen Polo Petrol Highline 1.6L,Kolkata,2011,46000,Petrol,Manual,First,15.26 kmpl,1598 CC,103.5 bhp,5,2.35
10.42.0.151-104.244.42.1-48630-443-6,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,5
183.79.215.136-10.42.0.211-443-58139-6,Honda City i VTEC VX,Kolkata,2016,39000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,6.95
172.217.6.195-10.42.0.151-443-43722-6,Honda Amaze V Petrol,Jaipur,2018,6000,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5,6.7
172.217.12.195-10.42.0.211-443-52817-6,Audi A4 35 TDI Premium,Hyderabad,2015,60000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,25
172.217.1.174-10.42.0.42-443-49146-6,Volkswagen Vento Petrol Highline AT,Chennai,2011,97320,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5,3.75
10.42.0.42-66.198.24.243-54357-80-6,Volkswagen Vento Diesel Trendline,Chennai,2011,99807,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,3.75
172.217.2.106-10.42.0.211-443-44278-6,Honda City 1.5 S MT,Pune,2013,46000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.1
172.217.10.34-10.42.0.211-443-36560-6,Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,2.45
192.229.173.173-10.42.0.211-443-45789-6,Skoda Superb 2.8 V6 AT,Kolkata,2005,13002,Petrol,Automatic,First,9.3 kmpl,2771 CC,193.1 bhp,5,3.25
10.42.0.151-125.39.133.40-59393-80-6,Honda City i DTEC SV,Kolkata,2014,26000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,5.5
174.35.73.107-10.42.0.211-80-50108-6,Maruti Wagon R LXI CNG,Kochi,2014,68365,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5,3.77
10.42.0.211-10.42.0.1-22037-53-17,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,27833,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5,49.24
203.130.53.126-10.42.0.151-80-33680-6,Maruti Alto 800 LXI,Kochi,2016,51639,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,3.04
10.42.0.211-98.139.199.205-44064-443-6,Hyundai i20 Magna 1.2,Delhi,2015,21000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,4.9
10.42.0.211-69.172.216.55-38823-443-6,Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,90000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,6.25
10.42.0.211-77.234.44.200-56590-80-6,BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,36255,Diesel,Automatic,First,19.59 kmpl,1995 CC,184 bhp,5,33
172.217.11.33-10.42.0.42-443-52172-6,BMW X5 xDrive 30d,Chennai,2011,58000,Diesel,Automatic,Second,11.7 kmpl,2993 CC,245 bhp,5,27
172.217.6.206-10.42.0.151-443-49417-6,Honda Amaze S i-Vtech,Coimbatore,2014,48997,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5,5.21
10.42.0.211-10.42.0.1-42502-53-17,Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,2014,31130,Petrol,Manual,First,15.85 kmpl,1499 CC,110.4 bhp,5,5.75
10.42.0.211-106.39.169.66-46047-80-6,Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,2012,75668,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,16.58
172.217.10.227-10.42.0.151-443-47212-6,Toyota Corolla 1.8 J,Delhi,2015,12000,Petrol,Manual,First,14.53 kmpl,1798 CC,138 bhp,5,11
10.42.0.151-74.125.22.139-47053-443-6,Hyundai i10 Sportz,Pune,2014,90000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,2.8
10.42.0.211-104.192.110.245-37920-80-6,Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,2019,17320,Diesel,Automatic,First,15.8 kmpl,2148 CC,170 bhp,5,37.99
172.217.7.228-10.42.0.42-443-47526-6,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2011,85000,Diesel,Manual,Second,20.0 kmpl,1968 CC,108.5 bhp,5,3.65
10.42.0.211-66.102.255.44-43109-443-6,Ford Endeavour 4x2 XLT,Hyderabad,2007,130000,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,7,6
10.42.0.42-123.125.29.220-57796-80-6,Ford Figo Petrol EXI,Coimbatore,2013,60328,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,4.54
209.10.120.26-10.42.0.211-80-51101-6,Honda Amaze S i-Vtech,Kochi,2015,34327,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,5.4
10.42.0.211-23.194.141.200-36917-443-6,Tata Indica Vista TDI LS,Mumbai,2014,75000,Diesel,Manual,First,19.1 kmpl,1405 CC,70 bhp,5,3.3
10.42.0.211-10.42.0.1-33389-53-17,Volvo XC60 D4 Summum,Hyderabad,2012,86000,Diesel,Automatic,Second,14.7 kmpl,1985 CC,163 bhp,5,18.25
8.41.222.241-10.42.0.42-443-52209-6,Datsun Redi GO Sport,Bangalore,2017,12000,Petrol,Manual,First,22.7 kmpl,799 CC,53 bhp,5,3.1
172.217.3.109-10.42.0.42-443-48154-6,Hyundai EON Era Plus,Kochi,2013,57759,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,3.84
174.35.73.97-10.42.0.211-80-54350-6,Maruti Alto 800 VXI,Kolkata,2016,24300,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,2.44
10.42.0.211-10.42.0.1-50480-53-17,Volkswagen Polo Petrol Trendline 1.2L,Bangalore,2011,66000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5,3.6
172.217.12.174-10.42.0.42-443-42262-6,Hyundai i10 Asta,Mumbai,2015,75915,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,3.9
172.217.10.46-10.42.0.42-443-41400-6,Nissan Sunny 2011-2014 XL,Chennai,2013,107000,Petrol,Manual,Second,16.95 kmpl,1498 CC,97.7 bhp,5,2.9
10.42.0.42-104.244.42.2-51397-443-6,Toyota Corolla Altis G,Chennai,2008,86000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5,3.5
10.42.0.211-123.125.29.138-46826-80-6,Hyundai Verna CRDi ABS,Chennai,2009,160000,Diesel,Manual,Second,18.1 kmpl,1493 CC,110 bhp,5,3.5
10.42.0.211-106.39.162.36-54696-80-6,Maruti Alto 800 2016-2019 LXI Optional,Jaipur,2019,3000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,3.5
10.42.0.151-10.42.0.1-17923-53-17,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,72495,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5,7
10.42.0.211-64.71.142.124-48079-443-6,Hyundai Verna 1.6 CRDi AT S,Chennai,2016,33000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5,8.7
216.58.219.194-10.42.0.211-443-43755-6,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2014,60000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,45
10.42.0.42-62.138.0.117-44080-80-6,Tata Indica V2 eLS,Hyderabad,2016,80103,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5,1.8
10.42.0.211-23.206.166.66-48597-80-6,Chevrolet Spark 1.0 LS,Kolkata,2007,42100,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5,0.99
10.42.0.151-10.42.0.1-60098-53-17,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,4.8
10.42.0.211-64.71.142.124-40228-80-6,Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,2014,97000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7,17.95
172.217.12.206-10.42.0.151-443-33781-6,Mahindra E Verito D4,Chennai,2016,50000,Electric,Automatic,First,,72 CC,41 bhp,5,13
10.42.0.151-31.13.71.3-43132-443-6,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,5.66
172.217.10.110-10.42.0.151-443-51267-6,Honda City 1.5 S MT,Delhi,2009,64000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.1
216.58.219.202-10.42.0.151-443-60379-6,Hyundai Elite i20 Petrol Asta,Kochi,2016,56911,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,6.54
151.101.45.140-10.42.0.211-443-34468-6,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2015,147848,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,13.2
172.217.10.46-10.42.0.151-443-48149-6,Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,13.0 kmpl,4951 CC,395 bhp,4,56.8
10.42.0.211-77.234.41.79-52458-443-6,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,19.4
10.42.0.211-121.12.98.63-48392-80-6,Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5,1.65
192.229.173.173-10.42.0.211-80-42439-6,Maruti Swift ZDi,Jaipur,2013,92000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5,4.35
10.42.0.151-104.192.110.245-36204-80-6,Fiat Avventura MULTIJET Emotion,Hyderabad,2015,57266,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5,6.5
202.77.129.146-10.42.0.211-80-55007-6,Maruti Zen Estilo VXI BSIII,Delhi,2007,64000,Petrol,Manual,First,18.2 kmpl,998 CC,67.1 bhp,5,1.11
10.42.0.211-23.196.236.138-59981-443-6,Renault Duster 85PS Diesel RxL,Mumbai,2013,41000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,5.5
10.42.0.211-120.76.223.181-42027-84-6,Mitsubishi Pajero 2.8 SFX,Delhi,2012,45999,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6,11
10.42.0.211-77.234.44.79-55815-443-6,Maruti Celerio VXI AT,Pune,2015,50000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,3.9
203.205.158.61-10.42.0.151-80-40874-6,Tata Indica V2 DLS BSIII,Pune,2013,70000,Diesel,Manual,First,17.88 kmpl,1405 CC,48.21 bhp,5,1.8
10.42.0.211-72.21.206.141-53420-443-6,Hyundai Elite i20 Petrol Asta,Kochi,2016,37540,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,6.22
219.142.78.217-10.42.0.42-80-41532-6,Maruti Celerio VXI AT,Hyderabad,2014,44000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,4.3
172.217.6.206-10.42.0.151-443-50842-6,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,5.99
173.222.142.156-10.42.0.211-443-32971-6,Hyundai i20 1.2 Magna Executive,Delhi,2017,17431,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,6
8.0.6.4-8.6.0.1-0-0-0,Hyundai Verna 1.6 SX VTVT (O),Delhi,2014,61566,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,5.85
172.217.12.174-10.42.0.151-443-34240-6,Land Rover Freelander 2 SE,Kochi,2014,61730,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5,19.94
10.42.0.1-10.42.0.42-53-62457-17,Maruti Swift VXI BSIII,Chennai,2009,68000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,2.9
10.42.0.211-10.42.0.1-38724-53-17,Honda Amaze SX i-VTEC,Mumbai,2014,29000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,4.25
183.79.250.123-10.42.0.211-443-33955-6,Toyota Corolla Altis Diesel D4DG,Hyderabad,2010,156210,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,5.99
10.42.0.151-52.84.29.55-42442-443-6,Honda Amaze S Diesel,Kolkata,2013,46500,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5,3.3
172.217.12.142-10.42.0.151-443-58624-6,Audi A6 3.0 TDI quattro,Coimbatore,2009,52830,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5,8.08
10.42.0.211-10.42.0.1-64361-53-17,Maruti Wagon R VXI,Jaipur,2017,39867,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,4.5
183.57.48.84-10.42.0.151-80-42051-6,Honda Mobilio E i DTEC,Hyderabad,2014,58972,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7,6.5
172.217.6.208-10.42.0.42-443-34590-6,Honda CR-V 2.4 4WD AT,Bangalore,2006,66000,Petrol,Automatic,Second,10.1 kmpl,2354 CC,152 bhp,5,3.9
172.217.10.234-10.42.0.151-443-56492-6,Hyundai Verna 1.6 SX VTVT (O),Delhi,2013,52000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,5.25
10.42.0.151-50.112.28.116-32858-80-6,Hyundai Santa Fe 4x4 AT,Bangalore,2014,58000,Diesel,Automatic,First,11.72 kmpl,2199 CC,194.3 bhp,7,17
10.42.0.151-66.198.24.253-34594-443-6,Hyundai i10 Sportz AT,Ahmedabad,2012,58000,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,3.5
183.79.249.124-10.42.0.151-443-44500-6,Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,2008,75000,Diesel,Manual,Second,17.7 kmpl,1399 CC,68 bhp,5,3
10.42.0.211-111.202.114.77-55853-443-6,Hyundai i10 Sportz,Coimbatore,2015,41008,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,4.87
203.205.151.47-10.42.0.211-80-58306-6,Hyundai Xcent 1.1 CRDi SX Option,Jaipur,2014,65000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,6
10.42.0.42-106.11.94.1-50641-443-6,Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5,15.5
10.42.0.211-119.146.74.33-50664-443-6,Ford Fiesta 1.4 Duratec EXI,Pune,2008,74000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5,1.6
172.217.10.78-10.42.0.211-443-36753-6,Maruti Baleno Zeta Automatic,Pune,2017,33000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,7.25
10.42.0.42-104.208.156.39-41521-443-6,Skoda Laura 1.9 TDI MT Ambiente,Mumbai,2010,95000,Diesel,Manual,Second,17.0 kmpl,1896 CC,105 bhp,5,3.25
209.10.120.26-10.42.0.211-80-56618-6,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5,3.4
172.217.3.98-10.42.0.211-443-35826-6,Audi Q7 3.0 TDI Quattro Technology,Coimbatore,2014,102865,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,30.5
10.42.0.211-31.13.69.203-33306-443-6,Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5,7.97
172.217.12.170-10.42.0.211-443-54673-6,Mercedes-Benz New C-Class 220 CDI AT,Delhi,2012,38000,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,13.51
10.42.0.211-123.125.46.33-47553-80-6,Honda Amaze S i-Dtech,Kochi,2015,60334,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,5.43
172.217.10.234-10.42.0.151-443-48037-6,Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2010,107000,Petrol,Manual,First,16.6 kmpl,1388 CC,68 bhp,5,2.6
172.217.12.136-10.42.0.211-443-35244-6,Hyundai i20 Magna Optional 1.2,Bangalore,2013,445000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5,4.45
10.42.0.151-104.193.88.109-48411-80-6,Maruti Alto 800 LXI,Kolkata,2017,2196,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,2.75
10.42.0.211-10.42.0.1-7341-53-17,BMW 5 Series 530i Sedan,Kolkata,2010,24000,Petrol,Automatic,First,10.6 kmpl,2996 CC,258 bhp,5,8.75
173.194.68.188-10.42.0.151-5228-55889-6,Fiat Grande Punto 1.4 Emotion,Coimbatore,2015,44846,Petrol,Manual,Second,14.6 kmpl,1368 CC,88.7 bhp,5,5.41
172.217.12.206-10.42.0.151-443-60741-6,Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,8.55
10.42.0.151-42.236.126.162-44412-80-6,Mahindra XUV500 W6 2WD,Mumbai,2014,45600,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,8.25
202.77.129.185-10.42.0.42-80-60062-6,Volvo XC90 2007-2015 D5 AT AWD,Kochi,2014,102001,Diesel,Automatic,First,11.1 kmpl,2400 CC,200 bhp,7,23.58
10.42.0.151-111.206.25.159-54798-80-6,Hyundai i10 Sportz 1.2,Coimbatore,2014,47439,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,4.49
10.42.0.1-10.42.0.42-53-35412-17,Toyota Fortuner 3.0 Diesel,Hyderabad,2010,193254,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,12.99
10.42.0.42-106.11.92.16-34863-443-6,Tata Nano XTA,Bangalore,2016,29000,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4,2.8
10.42.0.211-10.42.0.1-50475-53-17,Renault Lodgy 110PS RxZ 8 Seater,Coimbatore,2016,51681,Diesel,Manual,First,19.98 kmpl,1461 CC,108.5 bhp,8,8.43
10.42.0.42-14.29.93.254-33026-80-6,Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2015,50000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,47.5
172.217.6.195-10.42.0.211-80-58423-6,Honda City i VTEC CVT VX,Mumbai,2016,42666,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,8.95
219.142.78.162-10.42.0.211-443-52664-6,Renault Duster 110PS Diesel RxL,Jaipur,2013,65000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,5,5.5
172.217.12.170-10.42.0.151-443-42485-6,Honda Amaze S i-VTEC,Jaipur,2014,18776,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,4.75
10.42.0.211-10.42.0.1-49952-53-17,Honda Amaze S i-Vtech,Jaipur,2016,6714,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,4.75
10.42.0.211-10.42.0.1-18088-53-17,BMW 3 Series 320i,Pune,2009,40000,Petrol,Automatic,Second,12.05 kmpl,1995 CC,154 bhp,5,9.5
172.217.12.195-10.42.0.151-443-47887-6,Maruti Ritz LDi,Coimbatore,2011,88539,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,3.77
10.42.0.151-10.42.0.1-44007-53-17,Honda City 1.5 S MT,Delhi,2012,65055,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,4.25
10.42.0.211-10.42.0.1-42008-53-17,BMW 3 Series 320d Sport Line,Mumbai,2014,23000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,19.9
10.42.0.151-10.42.0.1-11637-53-17,Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Chennai,2009,60000,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5,4
10.42.0.42-106.39.169.66-58302-80-6,Maruti Swift Dzire LXI,Kochi,2013,59350,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,4.16
180.149.153.68-10.42.0.42-80-38057-6,Jaguar XF 2.2 Litre Executive,Bangalore,2015,19000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,187.7 bhp,5,38
10.42.0.42-103.235.46.212-52135-443-6,Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,45560,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5,6.34
180.149.134.142-10.42.0.211-80-61000-6,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2009,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,4.5
10.42.0.1-10.42.0.42-53-12170-17,Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,3.75
10.42.0.211-10.42.0.1-12871-53-17,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5,10.2
10.42.0.151-63.250.200.101-50889-443-6,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Chennai,2007,145000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,5
